weather_date,weather_code,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,weather_condition
2015-07-07,63,29.1,22.3,4.5,13.5,Moderate rain
2015-07-08,63,29.2,22.3,8.0,14.8,Moderate rain
2015-07-09,55,26.0,21.3,3.1,13.0,Dense drizzle
2015-07-10,51,27.9,20.0,0.1,19.2,Light drizzle
2015-07-11,3,28.4,18.6,0.0,11.6,Overcast
2015-07-12,51,29.9,18.4,0.1,8.0,Light drizzle
2015-07-13,3,28.6,20.4,0.0,14.3,Overcast
2015-07-14,61,25.9,18.8,6.6,14.5,Slight rain
2015-07-15,61,26.7,21.4,1.8,18.7,Slight rain
2015-07-16,3,25.5,17.7,0.0,19.7,Overcast
2015-07-17,3,26.2,15.7,0.0,14.9,Overcast
2015-07-18,53,28.6,20.4,2.8,16.2,Moderate drizzle
2015-07-19,3,32.9,22.1,0.0,12.0,Overcast
2015-07-20,51,33.2,24.8,0.2,12.0,Light drizzle
2015-07-21,51,32.4,22.6,0.3,16.4,Light drizzle
2015-07-22,3,28.5,19.8,0.0,20.9,Overcast
2015-07-23,3,28.2,18.0,0.0,13.9,Overcast
2015-07-24,3,28.0,17.3,0.0,8.4,Overcast
2015-07-25,3,28.8,17.3,0.0,14.4,Overcast
2015-07-26,3,30.8,20.3,0.0,17.3,Overcast
2015-07-27,63,27.0,20.7,18.3,13.1,Moderate rain
2015-07-28,3,31.3,21.0,0.0,9.2,Overcast
2015-07-29,3,32.7,21.1,0.0,13.3,Overcast
2015-07-30,63,31.2,23.4,8.9,17.6,Moderate rain
2015-07-31,3,30.8,20.6,0.0,13.8,Overcast
2015-08-01,51,30.3,21.5,0.7,17.0,Light drizzle
2015-08-02,3,29.7,18.1,0.0,11.5,Overcast
2015-08-03,3,31.1,20.6,0.0,18.8,Overcast
2015-08-04,55,31.8,21.9,1.2,16.9,Dense drizzle
2015-08-05,3,30.2,19.5,0.0,17.7,Overcast
2015-08-06,3,27.5,17.0,0.0,11.5,Overcast
2015-08-07,3,27.4,18.7,0.0,12.1,Overcast
2015-08-08,3,27.4,18.0,0.0,7.3,Overcast
2015-08-09,3,27.7,18.3,0.0,11.4,Overcast
2015-08-10,3,26.8,18.2,0.0,15.9,Overcast
2015-08-11,63,26.0,20.8,30.2,19.2,Moderate rain
2015-08-12,3,27.5,18.9,0.0,14.1,Overcast
2015-08-13,1,27.4,17.2,0.0,10.5,Mainly clear
2015-08-14,0,29.2,16.8,0.0,10.8,Clear sky
2015-08-15,1,31.4,19.9,0.0,12.4,Mainly clear
2015-08-16,2,31.5,20.9,0.0,9.4,Partly cloudy
2015-08-17,2,32.6,21.9,0.0,9.6,Partly cloudy
2015-08-18,51,31.3,23.1,0.3,16.4,Light drizzle
2015-08-19,51,28.9,21.7,0.1,17.7,Light drizzle
2015-08-20,51,28.3,22.5,1.2,22.7,Light drizzle
2015-08-21,53,28.6,22.5,2.5,16.2,Moderate drizzle
2015-08-22,51,28.1,19.5,0.2,15.6,Light drizzle
2015-08-23,51,27.0,18.3,1.1,11.9,Light drizzle
2015-08-24,3,29.1,20.5,0.0,12.4,Overcast
2015-08-25,55,29.3,21.5,5.0,14.6,Dense drizzle
2015-08-26,3,27.6,18.2,0.0,14.4,Overcast
2015-08-27,3,26.1,19.0,0.0,12.0,Overcast
2015-08-28,3,26.0,16.7,0.0,9.3,Overcast
2015-08-29,3,28.7,16.6,0.0,13.7,Overcast
2015-08-30,3,30.7,19.3,0.0,13.6,Overcast
2015-08-31,3,31.6,22.6,0.0,14.4,Overcast
2015-09-01,3,30.5,20.8,0.0,10.5,Overcast
2015-09-02,3,30.5,20.7,0.0,10.9,Overcast
2015-09-03,63,32.2,20.4,6.3,9.4,Moderate rain
2015-09-04,51,27.0,21.7,0.9,16.4,Light drizzle
2015-09-05,3,25.7,18.6,0.0,12.6,Overcast
2015-09-06,3,27.4,16.6,0.0,13.4,Overcast
2015-09-07,3,31.2,18.0,0.0,13.2,Overcast
2015-09-08,3,33.5,21.6,0.0,13.5,Overcast
2015-09-09,51,31.0,21.9,0.4,13.6,Light drizzle
2015-09-10,63,25.6,21.2,37.7,12.3,Moderate rain
2015-09-11,55,24.6,18.3,4.8,16.2,Dense drizzle
2015-09-12,63,24.2,17.9,10.8,17.1,Moderate rain
2015-09-13,55,22.1,16.8,2.4,15.3,Dense drizzle
2015-09-14,3,22.6,13.9,0.0,22.1,Overcast
2015-09-15,2,26.1,13.2,0.0,10.5,Partly cloudy
2015-09-16,3,27.7,14.8,0.0,8.6,Overcast
2015-09-17,3,28.5,15.8,0.0,9.2,Overcast
2015-09-18,0,27.6,16.1,0.0,11.8,Clear sky
2015-09-19,2,26.7,16.7,0.0,12.5,Partly cloudy
2015-09-20,2,23.6,17.4,0.0,18.3,Partly cloudy
2015-09-21,51,20.5,13.8,0.1,15.6,Light drizzle
2015-09-22,3,20.8,16.1,0.0,13.9,Overcast
2015-09-23,3,24.2,13.9,0.0,10.2,Overcast
2015-09-24,3,25.2,13.2,0.0,12.7,Overcast
2015-09-25,3,21.7,16.3,0.0,13.8,Overcast
2015-09-26,3,19.8,15.4,0.0,16.9,Overcast
2015-09-27,3,20.7,13.5,0.0,11.9,Overcast
2015-09-28,51,24.7,15.3,0.1,9.4,Light drizzle
2015-09-29,63,25.6,18.3,6.6,10.5,Moderate rain
2015-09-30,63,25.4,15.4,23.7,22.4,Moderate rain
2015-10-01,51,15.6,13.5,1.3,22.4,Light drizzle
2015-10-02,61,14.3,9.3,27.2,25.7,Slight rain
2015-10-03,53,11.8,9.7,2.2,28.6,Moderate drizzle
2015-10-04,51,15.2,11.9,0.1,24.1,Light drizzle
2015-10-05,3,16.6,10.4,0.0,15.4,Overcast
2015-10-06,3,20.7,8.9,0.0,9.3,Overcast
2015-10-07,3,21.4,12.4,0.0,10.1,Overcast
2015-10-08,3,18.9,12.1,0.0,9.5,Overcast
2015-10-09,63,23.9,13.5,6.9,16.9,Moderate rain
2015-10-10,3,16.3,10.4,0.0,20.0,Overcast
2015-10-11,3,19.2,7.2,0.0,11.5,Overcast
2015-10-12,0,22.6,8.8,0.0,11.2,Clear sky
2015-10-13,3,22.4,12.1,0.0,14.3,Overcast
2015-10-14,3,18.5,11.9,0.0,14.3,Overcast
2015-10-15,3,16.4,8.4,0.0,14.0,Overcast
2015-10-16,2,16.7,10.2,0.0,16.9,Partly cloudy
2015-10-17,2,12.5,6.0,0.0,19.1,Partly cloudy
2015-10-18,2,8.7,2.8,0.0,20.9,Partly cloudy
2015-10-19,1,10.3,0.3,0.0,19.1,Mainly clear
2015-10-20,2,19.9,6.7,0.0,19.9,Partly cloudy
2015-10-21,3,22.5,9.0,0.0,14.0,Overcast
2015-10-22,53,23.1,9.5,0.5,15.8,Moderate drizzle
2015-10-23,2,16.1,8.0,0.0,17.2,Partly cloudy
2015-10-24,3,12.3,4.9,0.0,11.4,Overcast
2015-10-25,51,18.3,11.0,0.1,18.0,Light drizzle
2015-10-26,3,13.8,5.7,0.0,13.1,Overcast
2015-10-27,3,13.9,4.6,0.0,10.8,Overcast
2015-10-28,63,18.4,10.7,17.7,27.4,Moderate rain
2015-10-29,63,20.2,13.0,8.1,25.8,Moderate rain
2015-10-30,1,14.6,7.3,0.0,16.7,Mainly clear
2015-10-31,3,11.8,2.8,0.0,12.3,Overcast
2015-11-01,51,17.2,8.4,0.2,16.6,Light drizzle
2015-11-02,3,17.4,8.9,0.0,11.5,Overcast
2015-11-03,3,21.1,6.6,0.0,8.9,Overcast
2015-11-04,0,19.2,8.3,0.0,9.7,Clear sky
2015-11-05,3,20.1,10.2,0.0,9.2,Overcast
2015-11-06,3,21.9,16.6,0.0,20.4,Overcast
2015-11-07,3,18.1,11.8,0.0,12.5,Overcast
2015-11-08,3,13.1,6.9,0.0,17.6,Overcast
2015-11-09,3,14.1,6.3,0.0,7.4,Overcast
2015-11-10,51,15.1,9.6,1.2,22.1,Light drizzle
2015-11-11,55,13.9,8.9,3.7,19.8,Dense drizzle
2015-11-12,55,13.4,8.9,3.8,19.4,Dense drizzle
2015-11-13,3,13.1,7.7,0.0,27.4,Overcast
2015-11-14,3,8.3,4.1,0.0,25.9,Overcast
2015-11-15,2,13.9,2.0,0.0,16.5,Partly cloudy
2015-11-16,0,18.2,6.2,0.0,14.2,Clear sky
2015-11-17,2,9.3,4.2,0.0,16.3,Partly cloudy
2015-11-18,3,13.7,5.9,0.0,15.5,Overcast
2015-11-19,63,17.7,12.6,21.8,22.3,Moderate rain
2015-11-20,61,15.6,6.2,3.6,16.8,Slight rain
2015-11-21,3,9.3,4.2,0.0,14.2,Overcast
2015-11-22,51,11.1,6.3,0.5,18.7,Light drizzle
2015-11-23,3,5.7,0.4,0.0,20.1,Overcast
2015-11-24,3,7.0,-2.6,0.0,10.7,Overcast
2015-11-25,2,8.3,-0.4,0.0,7.8,Partly cloudy
2015-11-26,3,15.0,4.3,0.0,9.4,Overcast
2015-11-27,3,17.0,4.2,0.0,14.1,Overcast
2015-11-28,53,13.6,7.6,1.7,12.9,Moderate drizzle
2015-11-29,3,8.5,3.0,0.0,15.9,Overcast
2015-11-30,3,7.3,0.5,0.0,16.3,Overcast
2015-12-01,55,9.1,6.6,12.9,15.7,Dense drizzle
2015-12-02,53,12.7,7.5,9.6,13.6,Moderate drizzle
2015-12-03,3,12.5,5.4,0.0,24.5,Overcast
2015-12-04,3,9.9,2.6,0.0,14.5,Overcast
2015-12-05,0,9.7,0.1,0.0,7.9,Clear sky
2015-12-06,3,10.7,0.1,0.0,9.1,Overcast
2015-12-07,3,11.5,1.1,0.0,12.6,Overcast
2015-12-08,3,8.1,3.4,0.0,15.9,Overcast
2015-12-09,3,10.5,3.1,0.0,13.2,Overcast
2015-12-10,51,13.6,6.2,0.1,12.3,Light drizzle
2015-12-11,3,15.4,5.2,0.0,14.3,Overcast
2015-12-12,3,16.2,7.3,0.0,12.6,Overcast
2015-12-13,3,17.2,9.6,0.0,10.5,Overcast
2015-12-14,61,16.1,10.8,4.3,18.1,Slight rain
2015-12-15,53,17.2,10.3,1.9,25.5,Moderate drizzle
2015-12-16,3,9.9,4.9,0.0,14.5,Overcast
2015-12-17,63,12.8,7.6,19.0,10.5,Moderate rain
2015-12-18,51,11.5,3.1,0.1,17.4,Light drizzle
2015-12-19,3,4.3,0.7,0.0,25.9,Overcast
2015-12-20,3,5.1,-1.2,0.0,17.0,Overcast
2015-12-21,3,10.6,0.3,0.0,17.7,Overcast
2015-12-22,61,14.0,9.5,7.2,20.1,Slight rain
2015-12-23,63,16.1,9.5,21.3,13.3,Moderate rain
2015-12-24,63,20.1,13.8,4.0,20.7,Moderate rain
2015-12-25,61,17.6,11.3,3.8,9.4,Slight rain
2015-12-26,3,12.8,8.9,0.0,17.6,Overcast
2015-12-27,61,15.8,7.9,4.8,20.8,Slight rain
2015-12-28,51,6.8,3.2,0.3,27.7,Light drizzle
2015-12-29,61,10.2,3.0,10.7,24.5,Slight rain
2015-12-30,61,9.0,4.0,1.7,11.7,Slight rain
2015-12-31,61,9.7,3.9,2.4,14.5,Slight rain
2016-01-01,3,6.2,0.6,0.0,21.1,Overcast
2016-01-02,3,4.2,-1.5,0.0,15.5,Overcast
2016-01-03,3,6.5,-1.0,0.0,19.1,Overcast
2016-01-04,2,-0.4,-7.9,0.0,26.3,Partly cloudy
2016-01-05,0,-1.4,-10.0,0.0,25.7,Clear sky
2016-01-06,0,3.4,-6.2,0.0,10.2,Clear sky
2016-01-07,3,5.4,-5.0,0.0,8.5,Overcast
2016-01-08,3,6.0,-1.3,0.0,12.7,Overcast
2016-01-09,51,8.4,2.5,0.1,13.6,Light drizzle
2016-01-10,65,13.9,4.7,31.2,28.8,Heavy rain
2016-01-11,2,3.4,-3.3,0.0,24.1,Partly cloudy
2016-01-12,3,5.6,-5.6,0.0,22.7,Overcast
2016-01-13,3,-1.1,-4.9,0.0,28.2,Overcast
2016-01-14,71,2.7,-5.5,0.1,17.4,Slight snow fall
2016-01-15,51,8.7,-1.1,0.2,9.0,Light drizzle
2016-01-16,61,10.0,2.4,8.1,20.0,Slight rain
2016-01-17,73,4.1,-2.2,1.9,11.5,Moderate snow fall
2016-01-18,2,-2.2,-6.9,0.0,29.1,Partly cloudy
2016-01-19,3,-2.4,-8.6,0.0,32.2,Overcast
2016-01-20,3,2.6,-4.4,0.0,21.1,Overcast
2016-01-21,3,2.1,-3.9,0.0,17.9,Overcast
2016-01-22,71,-1.4,-6.2,0.3,15.8,Slight snow fall
2016-01-23,75,-2.5,-4.1,43.9,37.7,Heavy snow fall
2016-01-24,73,-3.5,-9.9,1.1,26.3,Moderate snow fall
2016-01-25,3,-0.2,-9.5,0.0,10.9,Overcast
2016-01-26,3,4.9,-5.2,0.0,15.7,Overcast
2016-01-27,51,3.5,-4.8,0.3,13.1,Light drizzle
2016-01-28,3,1.6,-8.3,0.0,9.3,Overcast
2016-01-29,51,3.3,-6.1,0.2,17.9,Light drizzle
2016-01-30,3,1.3,-8.7,0.0,16.0,Overcast
2016-01-31,3,5.7,-3.7,0.0,13.8,Overcast
2016-02-01,3,8.2,1.8,0.0,12.6,Overcast
2016-02-02,3,8.5,-3.3,0.0,10.8,Overcast
2016-02-03,63,12.3,-1.4,14.1,23.9,Moderate rain
2016-02-04,51,12.1,6.5,0.7,15.6,Light drizzle
2016-02-05,75,5.7,-3.4,16.7,21.7,Heavy snow fall
2016-02-06,3,2.6,-5.9,0.0,13.2,Overcast
2016-02-07,3,5.7,-4.7,0.0,14.5,Overcast
2016-02-08,71,1.1,-2.7,1.1,23.2,Slight snow fall
2016-02-09,71,0.6,-3.6,0.9,12.4,Slight snow fall
2016-02-10,71,3.1,-2.5,0.7,18.4,Slight snow fall
2016-02-11,71,-2.8,-7.6,0.0,33.4,Slight snow fall
2016-02-12,3,-4.1,-12.7,0.0,24.0,Overcast
2016-02-13,3,-7.3,-15.5,0.0,31.6,Overcast
2016-02-14,3,-9.6,-18.7,0.0,24.4,Overcast
2016-02-15,73,3.5,-10.4,6.5,13.9,Moderate snow fall
2016-02-16,63,11.5,1.1,20.1,32.4,Moderate rain
2016-02-17,3,5.9,-1.6,0.0,17.8,Overcast
2016-02-18,2,1.6,-4.1,0.0,18.4,Partly cloudy
2016-02-19,73,1.8,-6.0,0.5,14.6,Moderate snow fall
2016-02-20,3,14.9,1.3,0.0,21.8,Overcast
2016-02-21,53,11.5,1.4,1.0,18.9,Moderate drizzle
2016-02-22,53,9.5,-1.3,1.8,11.7,Moderate drizzle
2016-02-23,71,5.0,-0.3,6.2,23.2,Slight snow fall
2016-02-24,63,14.0,2.3,22.8,35.7,Moderate rain
2016-02-25,61,14.1,3.4,3.9,36.2,Slight rain
2016-02-26,3,3.4,-2.2,0.0,26.9,Overcast
2016-02-27,3,4.4,-4.8,0.0,16.6,Overcast
2016-02-28,3,14.2,0.2,0.0,19.4,Overcast
2016-02-29,53,13.8,6.3,0.9,22.8,Moderate drizzle
2016-03-01,51,8.7,1.4,0.4,18.8,Light drizzle
2016-03-02,61,11.3,-1.2,4.7,29.9,Slight rain
2016-03-03,3,2.0,-3.7,0.0,16.3,Overcast
2016-03-04,73,2.5,-1.2,3.5,19.2,Moderate snow fall
2016-03-05,3,3.5,-3.4,0.0,13.4,Overcast
2016-03-06,3,5.6,-3.5,0.0,9.0,Overcast
2016-03-07,3,13.7,-1.6,0.0,22.5,Overcast
2016-03-08,3,15.6,2.8,0.0,12.0,Overcast
2016-03-09,3,22.6,3.9,0.0,15.1,Overcast
2016-03-10,3,24.0,11.3,0.0,12.9,Overcast
2016-03-11,53,16.7,7.5,3.4,18.5,Moderate drizzle
2016-03-12,3,14.7,2.1,0.0,13.8,Overcast
2016-03-13,3,14.7,6.2,0.0,13.2,Overcast
2016-03-14,53,8.5,5.5,4.6,26.0,Moderate drizzle
2016-03-15,51,11.9,6.3,0.3,24.2,Light drizzle
2016-03-16,51,16.0,5.7,0.6,13.5,Light drizzle
2016-03-17,51,15.3,4.5,0.4,22.7,Light drizzle
2016-03-18,2,13.2,5.7,0.0,27.6,Partly cloudy
2016-03-19,3,7.3,-0.3,0.0,13.2,Overcast
2016-03-20,73,4.5,-0.2,2.3,17.3,Moderate snow fall
2016-03-21,73,9.1,0.3,2.9,26.4,Moderate snow fall
2016-03-22,3,12.3,-0.8,0.0,21.4,Overcast
2016-03-23,3,19.7,7.1,0.0,17.7,Overcast
2016-03-24,3,13.2,5.0,0.0,19.6,Overcast
2016-03-25,61,21.4,9.6,3.8,19.6,Slight rain
2016-03-26,3,10.6,2.4,0.0,19.3,Overcast
2016-03-27,3,9.9,4.3,0.0,15.1,Overcast
2016-03-28,51,14.6,5.9,2.9,30.7,Light drizzle
2016-03-29,2,10.9,3.9,0.0,30.4,Partly cloudy
2016-03-30,3,11.7,-1.1,0.0,20.2,Overcast
2016-03-31,3,20.8,6.1,0.0,32.1,Overcast
2016-04-01,55,23.0,14.8,3.0,22.2,Dense drizzle
2016-04-02,61,14.5,8.5,7.9,14.8,Slight rain
2016-04-03,71,8.1,0.8,4.7,41.3,Slight snow fall
2016-04-04,73,11.3,0.4,14.4,19.9,Moderate snow fall
2016-04-05,71,4.8,-3.5,0.0,24.5,Slight snow fall
2016-04-06,3,8.1,-3.3,0.0,25.7,Overcast
2016-04-07,63,13.4,7.1,9.5,29.2,Moderate rain
2016-04-08,51,9.2,4.3,0.3,26.8,Light drizzle
2016-04-09,53,5.7,0.5,3.7,24.2,Moderate drizzle
2016-04-10,3,9.0,-1.2,0.0,22.7,Overcast
2016-04-11,51,15.9,4.3,0.6,19.3,Light drizzle
2016-04-12,61,13.0,5.9,5.7,19.8,Slight rain
2016-04-13,2,11.5,0.8,0.0,12.4,Partly cloudy
2016-04-14,1,13.7,1.8,0.0,12.2,Mainly clear
2016-04-15,0,14.8,1.8,0.0,10.0,Clear sky
2016-04-16,3,16.8,2.5,0.0,13.0,Overcast
2016-04-17,0,19.9,2.6,0.0,10.4,Clear sky
2016-04-18,3,23.7,6.0,0.0,13.3,Overcast
2016-04-19,3,19.9,10.0,0.0,21.1,Overcast
2016-04-20,0,17.5,6.8,0.0,18.5,Clear sky
2016-04-21,3,21.2,5.2,0.0,17.2,Overcast
2016-04-22,55,25.0,11.8,3.4,10.9,Dense drizzle
2016-04-23,53,19.8,12.0,2.0,15.1,Moderate drizzle
2016-04-24,0,17.8,7.2,0.0,14.5,Clear sky
2016-04-25,3,19.1,8.1,0.0,10.0,Overcast
2016-04-26,63,23.7,9.1,6.8,15.3,Moderate rain
2016-04-27,3,14.2,7.8,0.0,14.1,Overcast
2016-04-28,53,13.2,6.5,1.2,13.8,Moderate drizzle
2016-04-29,53,11.8,7.4,2.5,16.6,Moderate drizzle
2016-04-30,51,15.3,7.2,0.1,13.0,Light drizzle
2016-05-01,55,9.7,8.3,4.7,14.8,Dense drizzle
2016-05-02,63,14.8,7.9,6.2,9.8,Moderate rain
2016-05-03,63,12.0,10.1,24.4,13.3,Moderate rain
2016-05-04,61,10.8,8.7,4.7,16.8,Slight rain
2016-05-05,3,12.4,7.7,0.0,20.5,Overcast
2016-05-06,61,11.4,8.5,10.7,29.6,Slight rain
2016-05-07,51,14.4,9.0,1.8,13.6,Light drizzle
2016-05-08,61,17.3,8.4,2.9,26.6,Slight rain
2016-05-09,3,21.1,6.7,0.0,26.6,Overcast
2016-05-10,3,16.1,6.1,0.0,14.2,Overcast
2016-05-11,3,21.4,7.3,0.0,12.6,Overcast
2016-05-12,3,22.9,9.1,0.0,11.7,Overcast
2016-05-13,61,17.5,11.0,8.7,8.9,Slight rain
2016-05-14,53,20.7,10.3,1.2,18.5,Moderate drizzle
2016-05-15,51,13.4,8.6,0.3,28.1,Light drizzle
2016-05-16,3,18.0,5.1,0.0,33.3,Overcast
2016-05-17,51,17.6,9.5,0.1,16.8,Light drizzle
2016-05-18,3,18.1,8.5,0.0,11.9,Overcast
2016-05-19,3,19.8,10.9,0.0,10.8,Overcast
2016-05-20,3,22.7,9.1,0.0,13.5,Overcast
2016-05-21,51,15.8,11.8,0.3,12.6,Light drizzle
2016-05-22,53,19.2,11.3,2.3,14.7,Moderate drizzle
2016-05-23,53,22.7,10.3,0.6,11.4,Moderate drizzle
2016-05-24,61,22.5,13.8,10.1,13.8,Slight rain
2016-05-25,0,29.8,11.4,0.0,13.6,Clear sky
2016-05-26,3,30.3,15.9,0.0,12.5,Overcast
2016-05-27,55,29.4,18.1,1.8,15.0,Dense drizzle
2016-05-28,3,31.0,19.9,0.0,14.1,Overcast
2016-05-29,51,29.7,20.1,0.3,18.6,Light drizzle
2016-05-30,61,26.6,19.4,7.1,13.9,Slight rain
2016-05-31,51,28.1,20.2,0.4,11.8,Light drizzle
2016-06-01,3,26.6,17.2,0.0,15.5,Overcast
2016-06-02,3,22.8,15.4,0.0,14.0,Overcast
2016-06-03,61,20.0,16.9,9.1,9.1,Slight rain
2016-06-04,53,26.4,17.9,0.7,10.6,Moderate drizzle
2016-06-05,63,22.1,18.2,10.3,15.6,Moderate rain
2016-06-06,3,27.7,18.1,0.0,17.3,Overcast
2016-06-07,3,28.2,19.4,0.0,19.9,Overcast
2016-06-08,63,20.3,13.0,10.7,27.1,Moderate rain
2016-06-09,1,22.0,12.0,0.0,27.8,Mainly clear
2016-06-10,3,24.0,12.5,0.0,18.3,Overcast
2016-06-11,51,30.1,12.8,0.3,16.8,Light drizzle
2016-06-12,1,26.9,16.4,0.0,29.3,Mainly clear
2016-06-13,3,24.1,13.8,0.0,23.3,Overcast
2016-06-14,2,26.2,13.7,0.0,14.8,Partly cloudy
2016-06-15,3,28.8,14.0,0.0,10.8,Overcast
2016-06-16,51,23.8,18.3,0.1,7.7,Light drizzle
2016-06-17,55,24.8,16.2,1.4,16.1,Dense drizzle
2016-06-18,3,28.8,13.8,0.0,13.5,Overcast
2016-06-19,3,29.9,17.4,0.0,19.9,Overcast
2016-06-20,3,29.0,16.7,0.0,16.4,Overcast
2016-06-21,63,31.0,20.9,3.8,17.4,Moderate rain
2016-06-22,2,30.1,19.4,0.0,22.3,Partly cloudy
2016-06-23,61,27.5,19.1,3.1,8.0,Slight rain
2016-06-24,3,26.5,18.0,0.0,15.4,Overcast
2016-06-25,3,27.7,17.2,0.0,12.6,Overcast
2016-06-26,3,29.5,17.9,0.0,17.7,Overcast
2016-06-27,61,28.1,16.9,4.4,18.9,Slight rain
2016-06-28,63,23.7,20.3,11.8,14.1,Moderate rain
2016-06-29,53,28.0,20.1,1.6,11.4,Moderate drizzle
2016-06-30,3,28.5,18.2,0.0,11.5,Overcast
2016-07-01,55,26.3,19.5,4.5,19.6,Dense drizzle
2016-07-02,3,25.6,18.4,0.0,20.2,Overcast
2016-07-03,3,27.3,16.0,0.0,13.0,Overcast
2016-07-04,61,28.2,17.4,1.7,16.3,Slight rain
2016-07-05,61,30.0,20.1,7.5,11.8,Slight rain
2016-07-06,3,32.2,20.8,0.0,10.5,Overcast
2016-07-07,53,32.3,23.0,1.8,12.7,Moderate drizzle
2016-07-08,63,30.3,20.3,15.2,16.4,Moderate rain
2016-07-09,63,23.1,19.6,10.2,13.7,Moderate rain
2016-07-10,55,26.8,19.3,1.9,18.0,Dense drizzle
2016-07-11,3,25.4,17.8,0.0,13.2,Overcast
2016-07-12,3,26.9,17.3,0.0,16.5,Overcast
2016-07-13,51,28.5,19.8,0.2,18.4,Light drizzle
2016-07-14,61,31.1,22.7,6.6,16.3,Slight rain
2016-07-15,3,32.0,23.3,0.0,12.1,Overcast
2016-07-16,63,31.3,22.1,6.2,13.2,Moderate rain
2016-07-17,3,31.8,22.2,0.0,11.1,Overcast
2016-07-18,61,34.0,23.0,1.6,17.2,Slight rain
2016-07-19,3,28.5,20.9,0.0,20.4,Overcast
2016-07-20,3,28.2,18.3,0.0,8.7,Overcast
2016-07-21,3,31.0,19.7,0.0,16.4,Overcast
2016-07-22,3,35.0,22.0,0.0,19.4,Overcast
2016-07-23,1,34.7,24.3,0.0,18.7,Mainly clear
2016-07-24,3,33.0,20.7,0.0,14.3,Overcast
2016-07-25,63,33.7,23.2,15.8,12.6,Moderate rain
2016-07-26,3,32.6,22.2,0.0,17.1,Overcast
2016-07-27,3,31.4,20.9,0.0,9.2,Overcast
2016-07-28,51,32.0,23.2,0.3,16.5,Light drizzle
2016-07-29,63,28.9,21.7,24.8,14.8,Moderate rain
2016-07-30,63,27.9,22.1,17.2,11.8,Moderate rain
2016-07-31,61,24.9,22.4,13.2,12.2,Slight rain
2016-08-01,51,25.0,21.3,0.6,11.7,Light drizzle
2016-08-02,51,24.0,19.8,0.9,12.9,Light drizzle
2016-08-03,2,24.9,16.9,0.0,11.8,Partly cloudy
2016-08-04,3,26.1,17.8,0.0,12.2,Overcast
2016-08-05,3,27.1,17.8,0.0,13.4,Overcast
2016-08-06,53,30.3,21.6,1.9,13.7,Moderate drizzle
2016-08-07,3,30.2,19.9,0.0,14.5,Overcast
2016-08-08,3,29.7,18.7,0.0,7.9,Overcast
2016-08-09,3,29.3,20.1,0.0,15.2,Overcast
2016-08-10,63,29.4,23.0,14.7,12.0,Moderate rain
2016-08-11,63,31.7,24.5,7.2,12.3,Moderate rain
2016-08-12,61,34.2,24.7,2.6,17.1,Slight rain
2016-08-13,55,33.5,25.9,2.7,14.2,Dense drizzle
2016-08-14,3,33.9,26.0,0.0,15.9,Overcast
2016-08-15,51,32.2,25.0,0.2,11.2,Light drizzle
2016-08-16,63,29.1,24.6,11.5,16.8,Moderate rain
2016-08-17,51,29.9,24.6,0.1,20.4,Light drizzle
2016-08-18,53,29.0,23.1,1.0,7.3,Moderate drizzle
2016-08-19,51,28.7,23.1,0.3,12.1,Light drizzle
2016-08-20,53,28.2,22.6,2.0,14.3,Moderate drizzle
2016-08-21,61,29.0,21.9,7.0,17.4,Slight rain
2016-08-22,53,25.8,19.1,0.9,20.5,Moderate drizzle
2016-08-23,0,26.9,14.9,0.0,7.2,Clear sky
2016-08-24,2,29.4,17.8,0.0,13.4,Partly cloudy
2016-08-25,3,29.5,19.1,0.0,17.0,Overcast
2016-08-26,3,32.3,23.2,0.0,13.2,Overcast
2016-08-27,3,29.9,20.5,0.0,11.6,Overcast
2016-08-28,3,29.8,20.5,0.0,15.9,Overcast
2016-08-29,3,32.3,22.0,0.0,15.1,Overcast
2016-08-30,3,28.3,19.7,0.0,13.0,Overcast
2016-08-31,3,30.0,21.7,0.0,11.9,Overcast
2016-09-01,55,25.6,21.3,5.7,11.1,Dense drizzle
2016-09-02,3,26.1,19.0,0.0,16.3,Overcast
2016-09-03,3,23.2,18.7,0.0,17.5,Overcast
2016-09-04,2,25.7,16.9,0.0,16.4,Partly cloudy
2016-09-05,3,28.1,17.3,0.0,19.4,Overcast
2016-09-06,51,26.6,20.9,0.8,26.8,Light drizzle
2016-09-07,51,27.5,20.8,0.3,20.3,Light drizzle
2016-09-08,3,30.4,19.6,0.0,11.0,Overcast
2016-09-09,53,31.7,23.4,1.2,12.1,Moderate drizzle
2016-09-10,63,32.0,23.3,5.3,15.0,Moderate rain
2016-09-11,53,27.2,20.5,1.3,19.1,Moderate drizzle
2016-09-12,2,24.3,15.1,0.0,14.1,Partly cloudy
2016-09-13,3,27.7,15.4,0.0,14.1,Overcast
2016-09-14,3,31.9,19.1,0.0,16.6,Overcast
2016-09-15,2,22.6,16.3,0.0,18.4,Partly cloudy
2016-09-16,3,22.0,14.8,0.0,15.1,Overcast
2016-09-17,3,25.0,14.1,0.0,15.9,Overcast
2016-09-18,51,28.4,19.7,0.7,15.3,Light drizzle
2016-09-19,61,22.6,20.5,16.1,10.1,Slight rain
2016-09-20,3,26.5,20.1,0.0,11.8,Overcast
2016-09-21,3,27.5,18.6,0.0,10.5,Overcast
