weather_date,weather_code,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,weather_condition
2000-06-03,3,23.0,15.3,0.0,24.3,Overcast
2000-06-04,3,21.5,12.0,0.0,17.0,Overcast
2000-06-05,3,18.0,13.1,0.0,21.2,Overcast
2000-06-06,63,13.9,10.9,23.7,24.5,Moderate rain
2000-06-07,61,21.5,9.5,8.2,27.8,Slight rain
2000-06-08,3,24.1,12.3,0.0,16.1,Overcast
2000-06-09,3,29.8,16.7,0.0,18.1,Overcast
2000-06-10,0,31.9,19.0,0.0,16.3,Clear sky
2000-06-11,3,32.7,20.6,0.0,15.2,Overcast
2000-06-12,61,24.8,14.2,8.8,15.5,Slight rain
2000-06-13,61,16.5,13.8,4.6,14.6,Slight rain
2000-06-14,55,16.6,13.4,3.1,13.3,Dense drizzle
2000-06-15,3,24.2,15.0,0.0,11.3,Overcast
2000-06-16,51,28.9,20.5,0.2,17.6,Light drizzle
2000-06-17,63,30.6,22.5,4.3,18.8,Moderate rain
2000-06-18,61,21.8,19.3,6.7,11.3,Slight rain
2000-06-19,51,21.6,17.4,0.3,13.1,Light drizzle
2000-06-20,3,26.5,14.2,0.0,11.3,Overcast
2000-06-21,3,26.3,17.2,0.0,24.6,Overcast
2000-06-22,63,27.3,19.8,5.0,16.3,Moderate rain
2000-06-23,3,26.0,18.5,0.0,15.3,Overcast
2000-06-24,3,27.5,17.9,0.0,15.4,Overcast
2000-06-25,3,30.2,19.7,0.0,21.3,Overcast
2000-06-26,63,30.4,21.7,16.6,14.1,Moderate rain
2000-06-27,63,30.2,22.2,5.4,20.9,Moderate rain
2000-06-28,53,25.8,18.5,1.2,13.3,Moderate drizzle
2000-06-29,51,22.8,17.8,0.4,9.7,Light drizzle
2000-06-30,1,24.6,17.0,0.0,15.4,Mainly clear
2000-07-01,3,25.7,15.5,0.0,7.7,Overcast
2000-07-02,2,29.0,16.4,0.0,10.9,Partly cloudy
2000-07-03,53,29.0,18.7,2.2,12.1,Moderate drizzle
2000-07-04,51,27.4,20.8,0.2,10.8,Light drizzle
2000-07-05,2,28.5,19.5,0.0,16.7,Partly cloudy
2000-07-06,2,25.0,16.3,0.0,12.8,Partly cloudy
2000-07-07,2,23.7,16.6,0.0,20.1,Partly cloudy
2000-07-08,3,25.0,14.4,0.0,16.6,Overcast
2000-07-09,3,28.3,14.3,0.0,17.4,Overcast
2000-07-10,51,31.5,22.2,0.2,20.8,Light drizzle
2000-07-11,2,27.4,18.6,0.0,14.7,Partly cloudy
2000-07-12,3,27.3,17.3,0.0,14.2,Overcast
2000-07-13,3,28.3,16.4,0.0,18.7,Overcast
2000-07-14,61,26.1,16.5,1.8,18.2,Slight rain
2000-07-15,63,20.1,19.3,45.3,22.9,Moderate rain
2000-07-16,53,25.4,18.2,0.7,11.6,Moderate drizzle
2000-07-17,51,25.4,18.1,0.7,11.6,Light drizzle
2000-07-18,3,29.5,19.2,0.0,20.2,Overcast
2000-07-19,53,21.9,15.5,1.8,14.2,Moderate drizzle
2000-07-20,3,23.3,15.2,0.0,16.1,Overcast
2000-07-21,2,26.9,15.1,0.0,12.2,Partly cloudy
2000-07-22,2,26.0,18.4,0.0,16.9,Partly cloudy
2000-07-23,3,25.6,15.2,0.0,10.1,Overcast
2000-07-24,3,24.3,16.3,0.0,10.9,Overcast
2000-07-25,3,23.9,17.3,0.0,10.4,Overcast
2000-07-26,63,19.3,17.8,51.6,20.1,Moderate rain
2000-07-27,63,22.4,18.6,26.3,15.6,Moderate rain
2000-07-28,51,23.1,18.2,0.5,10.3,Light drizzle
2000-07-29,51,23.6,17.4,0.3,10.7,Light drizzle
2000-07-30,51,24.0,18.1,2.5,10.9,Light drizzle
2000-07-31,61,25.0,20.4,14.5,14.1,Slight rain
2000-08-01,61,26.1,20.2,8.9,13.9,Slight rain
2000-08-02,53,29.1,21.0,2.0,12.2,Moderate drizzle
2000-08-03,53,27.7,22.7,2.7,14.0,Moderate drizzle
2000-08-04,51,25.8,20.1,0.9,10.9,Light drizzle
2000-08-05,3,25.4,18.0,0.0,13.7,Overcast
2000-08-06,51,24.8,16.2,0.3,19.8,Light drizzle
2000-08-07,53,31.2,22.1,3.9,18.6,Moderate drizzle
2000-08-08,3,30.3,22.5,0.0,14.4,Overcast
2000-08-09,3,30.4,21.5,0.0,14.2,Overcast
2000-08-10,63,28.5,21.4,13.0,12.1,Moderate rain
2000-08-11,61,26.5,19.8,10.1,9.8,Slight rain
2000-08-12,61,23.0,18.7,18.5,16.3,Slight rain
2000-08-13,53,21.6,17.4,0.6,21.4,Moderate drizzle
2000-08-14,63,20.7,18.3,13.6,15.2,Moderate rain
2000-08-15,51,25.2,18.2,0.8,14.1,Light drizzle
2000-08-16,55,27.2,19.3,2.4,20.1,Dense drizzle
2000-08-17,3,23.1,16.0,0.0,14.5,Overcast
2000-08-18,61,21.0,15.7,6.9,12.0,Slight rain
2000-08-19,3,23.1,14.9,0.0,15.1,Overcast
2000-08-20,3,21.6,15.6,0.0,14.4,Overcast
2000-08-21,2,22.6,12.2,0.0,11.3,Partly cloudy
2000-08-22,3,24.2,13.2,0.0,11.9,Overcast
2000-08-23,55,23.7,16.1,4.2,20.2,Dense drizzle
2000-08-24,51,26.0,18.7,0.9,8.5,Light drizzle
2000-08-25,2,25.9,16.8,0.0,13.0,Partly cloudy
2000-08-26,2,26.6,15.7,0.0,10.2,Partly cloudy
2000-08-27,3,27.2,17.1,0.0,11.2,Overcast
2000-08-28,51,25.6,19.3,1.4,12.7,Light drizzle
2000-08-29,51,24.2,19.7,0.1,18.4,Light drizzle
2000-08-30,51,25.9,19.2,0.1,11.7,Light drizzle
2000-08-31,51,27.1,20.3,0.2,13.3,Light drizzle
2000-09-01,63,28.0,20.9,4.6,9.9,Moderate rain
2000-09-02,63,27.4,21.8,7.6,10.1,Moderate rain
2000-09-03,63,27.3,21.5,6.5,9.1,Moderate rain
2000-09-04,63,26.0,17.9,7.4,23.7,Moderate rain
2000-09-05,3,18.8,12.9,0.0,23.8,Overcast
2000-09-06,2,19.1,12.0,0.0,15.1,Partly cloudy
2000-09-07,3,20.6,10.9,0.0,11.9,Overcast
2000-09-08,3,24.6,12.5,0.0,13.1,Overcast
2000-09-09,2,28.1,16.0,0.0,12.2,Partly cloudy
2000-09-10,51,26.1,18.8,0.2,11.7,Light drizzle
2000-09-11,3,24.0,18.9,0.0,13.3,Overcast
2000-09-12,3,26.8,18.2,0.0,16.5,Overcast
2000-09-13,61,25.5,18.5,4.3,15.2,Slight rain
2000-09-14,3,23.8,14.7,0.0,13.8,Overcast
2000-09-15,63,21.6,16.2,21.2,20.0,Moderate rain
2000-09-16,3,18.1,12.2,0.0,16.3,Overcast
2000-09-17,0,20.5,10.1,0.0,19.7,Clear sky
2000-09-18,3,23.9,12.7,0.0,13.5,Overcast
2000-09-19,63,21.8,15.3,21.8,19.2,Moderate rain
2000-09-20,55,27.3,16.8,1.1,18.0,Dense drizzle
2000-09-21,3,23.0,16.0,0.0,21.0,Overcast
2000-09-22,1,19.6,11.7,0.0,11.3,Mainly clear
2000-09-23,51,19.8,12.0,0.1,15.0,Light drizzle
2000-09-24,53,22.2,16.9,1.8,15.1,Moderate drizzle
2000-09-25,61,16.2,11.8,3.4,15.0,Slight rain
2000-09-26,63,13.0,10.6,18.5,24.6,Moderate rain
2000-09-27,1,19.6,7.6,0.0,12.3,Mainly clear
2000-09-28,2,17.9,10.7,0.0,15.5,Partly cloudy
2000-09-29,0,13.9,6.6,0.0,13.0,Clear sky
2000-09-30,2,17.3,9.9,0.0,10.3,Partly cloudy
2000-10-01,3,19.5,10.1,0.0,9.0,Overcast
2000-10-02,3,20.8,10.3,0.0,7.9,Overcast
2000-10-03,1,26.0,12.0,0.0,14.1,Mainly clear
2000-10-04,61,23.2,12.5,3.4,14.6,Slight rain
2000-10-05,53,17.4,13.2,3.3,13.0,Moderate drizzle
2000-10-06,3,23.0,14.8,0.0,17.6,Overcast
2000-10-07,2,16.1,10.0,0.0,14.8,Partly cloudy
2000-10-08,51,12.5,5.4,0.1,15.7,Light drizzle
2000-10-09,3,9.9,3.5,0.0,17.6,Overcast
2000-10-10,51,9.9,2.4,0.6,24.7,Light drizzle
2000-10-11,3,17.9,7.1,0.0,18.8,Overcast
2000-10-12,0,20.2,5.4,0.0,10.5,Clear sky
2000-10-13,0,21.8,6.9,0.0,11.3,Clear sky
2000-10-14,2,24.1,10.1,0.0,12.9,Partly cloudy
2000-10-15,3,24.1,13.4,0.0,13.0,Overcast
2000-10-16,3,16.0,12.7,0.0,17.4,Overcast
2000-10-17,53,14.5,11.7,1.3,13.5,Moderate drizzle
2000-10-18,61,17.1,12.3,6.3,14.3,Slight rain
2000-10-19,0,17.4,9.0,0.0,20.6,Clear sky
2000-10-20,0,17.9,5.9,0.0,10.7,Clear sky
2000-10-21,2,21.9,8.8,0.0,11.2,Partly cloudy
2000-10-22,2,15.1,8.4,0.0,17.2,Partly cloudy
2000-10-23,3,14.1,6.0,0.0,12.9,Overcast
2000-10-24,3,18.3,5.9,0.0,11.4,Overcast
2000-10-25,1,19.6,8.8,0.0,9.7,Mainly clear
2000-10-26,3,19.0,10.6,0.0,7.9,Overcast
2000-10-27,3,18.9,9.4,0.0,6.8,Overcast
2000-10-28,3,14.3,5.4,0.0,28.4,Overcast
2000-10-29,51,8.4,2.6,0.1,23.8,Light drizzle
2000-10-30,3,8.9,2.3,0.0,24.3,Overcast
2000-10-31,3,12.9,4.2,0.0,21.9,Overcast
2000-11-01,0,13.3,4.7,0.0,19.5,Clear sky
2000-11-02,2,15.9,5.5,0.0,17.1,Partly cloudy
2000-11-03,3,16.9,5.5,0.0,13.0,Overcast
2000-11-04,3,18.7,8.6,0.0,16.0,Overcast
2000-11-05,3,11.0,6.0,0.0,25.8,Overcast
2000-11-06,0,12.7,3.7,0.0,17.0,Clear sky
2000-11-07,3,13.4,2.7,0.0,10.5,Overcast
2000-11-08,3,15.3,3.8,0.0,9.1,Overcast
2000-11-09,53,15.5,8.1,1.0,14.8,Moderate drizzle
2000-11-10,63,16.0,11.3,25.4,22.0,Moderate rain
2000-11-11,53,11.9,9.0,1.9,20.3,Moderate drizzle
2000-11-12,3,11.5,7.3,0.0,20.0,Overcast
2000-11-13,3,11.0,3.2,0.0,9.6,Overcast
2000-11-14,61,12.2,5.9,9.4,19.2,Slight rain
2000-11-15,3,8.3,2.3,0.0,25.7,Overcast
2000-11-16,3,8.1,0.7,0.0,14.7,Overcast
2000-11-17,51,10.7,4.0,0.3,21.0,Light drizzle
2000-11-18,3,7.1,0.5,0.0,17.6,Overcast
2000-11-19,3,4.9,-0.9,0.0,12.3,Overcast
2000-11-20,55,6.4,-3.3,1.9,18.4,Dense drizzle
2000-11-21,51,4.9,-1.8,0.3,21.3,Light drizzle
2000-11-22,3,1.3,-2.5,0.0,27.4,Overcast
2000-11-23,2,2.2,-4.2,0.0,21.9,Partly cloudy
2000-11-24,3,1.8,-5.5,0.0,12.0,Overcast
2000-11-25,3,5.4,-3.6,0.0,12.8,Overcast
2000-11-26,61,11.8,4.3,15.5,28.2,Slight rain
2000-11-27,3,10.1,4.5,0.0,19.4,Overcast
2000-11-28,3,9.2,2.4,0.0,13.1,Overcast
2000-11-29,55,8.6,0.3,2.6,14.6,Dense drizzle
2000-11-30,55,6.9,1.0,3.8,24.6,Dense drizzle
2000-12-01,3,4.2,-1.6,0.0,15.1,Overcast
2000-12-02,3,0.9,-3.3,0.0,16.6,Overcast
2000-12-03,0,1.0,-5.5,0.0,13.3,Clear sky
2000-12-04,3,5.5,-5.2,0.0,11.1,Overcast
2000-12-05,3,6.2,-4.1,0.0,19.5,Overcast
2000-12-06,3,-0.5,-4.1,0.0,19.4,Overcast
2000-12-07,3,1.0,-4.3,0.0,21.0,Overcast
2000-12-08,73,0.7,-3.1,1.4,9.5,Moderate snow fall
2000-12-09,71,1.0,-4.3,0.2,14.4,Slight snow fall
2000-12-10,51,4.9,-4.8,0.6,10.1,Light drizzle
2000-12-11,51,5.8,-2.8,0.5,10.4,Light drizzle
2000-12-12,51,8.4,-2.8,0.5,40.9,Light drizzle
2000-12-13,3,-0.9,-5.5,0.0,17.1,Overcast
2000-12-14,71,6.0,-1.8,18.5,15.6,Slight snow fall
2000-12-15,3,2.2,-2.9,0.0,10.4,Overcast
2000-12-16,55,10.8,-1.0,5.8,19.7,Dense drizzle
2000-12-17,63,15.1,1.3,21.6,34.2,Moderate rain
2000-12-18,0,1.2,-3.2,0.0,32.8,Clear sky
2000-12-19,3,4.1,-4.1,0.0,17.3,Overcast
2000-12-20,73,1.0,-3.9,3.0,25.1,Moderate snow fall
2000-12-21,3,0.1,-5.7,0.0,10.5,Overcast
2000-12-22,71,0.3,-8.6,1.4,26.1,Slight snow fall
2000-12-23,3,-1.7,-10.5,0.0,26.3,Overcast
2000-12-24,3,0.0,-6.4,0.0,16.2,Overcast
2000-12-25,1,-4.3,-10.1,0.0,28.8,Mainly clear
2000-12-26,1,-2.1,-10.5,0.0,23.7,Mainly clear
2000-12-27,3,-0.5,-7.8,0.0,19.7,Overcast
2000-12-28,3,-4.2,-7.6,0.0,25.5,Overcast
2000-12-29,3,-0.8,-9.1,0.0,12.8,Overcast
2000-12-30,75,0.4,-5.0,28.3,26.3,Heavy snow fall
2000-12-31,71,-3.0,-7.2,0.0,24.7,Slight snow fall
2001-01-01,3,-2.8,-10.9,0.0,14.5,Overcast
2001-01-02,3,-5.0,-14.1,0.0,13.4,Overcast
2001-01-03,3,-4.8,-15.6,0.0,11.2,Overcast
2001-01-04,3,-1.4,-14.2,0.0,13.0,Overcast
2001-01-05,73,-0.6,-13.3,4.3,12.4,Moderate snow fall
2001-01-06,3,1.4,-10.4,0.0,14.9,Overcast
2001-01-07,3,1.7,-9.9,0.0,11.1,Overcast
2001-01-08,73,1.8,-6.7,5.1,11.6,Moderate snow fall
2001-01-09,73,0.5,-6.9,0.9,18.7,Moderate snow fall
2001-01-10,3,-1.9,-8.2,0.0,18.4,Overcast
2001-01-11,3,4.7,-8.5,0.0,14.0,Overcast
2001-01-12,3,1.9,-6.5,0.0,14.1,Overcast
2001-01-13,3,1.9,-8.4,0.0,12.0,Overcast
2001-01-14,3,3.5,-5.7,0.0,12.2,Overcast
2001-01-15,53,2.3,0.3,4.7,11.0,Moderate drizzle
2001-01-16,51,5.7,0.0,0.3,18.2,Light drizzle
2001-01-17,3,4.3,-3.7,0.0,15.7,Overcast
2001-01-18,71,1.5,-3.9,0.9,9.8,Slight snow fall
2001-01-19,61,2.8,-1.1,19.3,11.1,Slight rain
2001-01-20,73,1.5,-1.9,14.0,21.2,Moderate snow fall
2001-01-21,75,-1.7,-9.4,11.2,24.3,Heavy snow fall
2001-01-22,0,-0.2,-14.2,0.0,11.6,Clear sky
2001-01-23,1,1.4,-9.6,0.0,11.9,Mainly clear
2001-01-24,3,2.5,-9.3,0.0,12.8,Overcast
2001-01-25,71,2.1,-5.2,0.0,17.4,Slight snow fall
2001-01-26,3,-0.1,-10.5,0.0,14.7,Overcast
2001-01-27,71,2.7,-5.8,0.5,19.4,Slight snow fall
2001-01-28,3,1.2,-5.7,0.0,17.1,Overcast
2001-01-29,3,1.1,-5.4,0.0,10.8,Overcast
2001-01-30,61,9.4,-3.3,9.0,21.4,Slight rain
2001-01-31,2,8.7,-1.5,0.0,24.4,Partly cloudy
2001-02-01,3,6.5,-2.6,0.0,18.7,Overcast
2001-02-02,53,5.2,-1.3,1.8,23.3,Moderate drizzle
2001-02-03,3,-0.4,-5.2,0.0,23.8,Overcast
2001-02-04,3,2.4,-4.9,0.0,13.3,Overcast
2001-02-05,75,2.2,-3.0,28.0,26.5,Heavy snow fall
2001-02-06,71,4.3,-1.0,0.0,22.7,Slight snow fall
2001-02-07,3,4.0,-4.8,0.0,14.0,Overcast
2001-02-08,3,1.6,-6.2,0.0,12.3,Overcast
2001-02-09,3,10.1,0.0,0.0,18.6,Overcast
2001-02-10,53,12.0,-3.5,1.6,30.5,Moderate drizzle
2001-02-11,0,-1.5,-7.5,0.0,24.2,Clear sky
2001-02-12,3,-1.5,-9.8,0.0,13.6,Overcast
2001-02-13,73,7.6,-2.5,1.5,12.1,Moderate snow fall
2001-02-14,51,5.6,-2.3,1.3,11.2,Light drizzle
2001-02-15,3,6.7,0.5,0.0,13.4,Overcast
2001-02-16,61,4.2,-1.2,7.5,8.3,Slight rain
2001-02-17,53,2.0,-5.6,1.7,34.0,Moderate drizzle
2001-02-18,1,0.1,-8.0,0.0,21.1,Mainly clear
2001-02-19,3,4.5,-6.0,0.0,20.8,Overcast
2001-02-20,51,11.6,0.5,0.2,13.0,Light drizzle
2001-02-21,2,5.3,-5.0,0.0,23.4,Partly cloudy
2001-02-22,75,-4.6,-8.6,5.7,16.7,Heavy snow fall
2001-02-23,73,2.9,-6.1,1.6,16.7,Moderate snow fall
2001-02-24,3,1.2,-9.1,0.0,13.7,Overcast
2001-02-25,71,10.7,-2.4,6.2,23.3,Slight snow fall
2001-02-26,3,11.5,0.3,0.0,23.7,Overcast
2001-02-27,3,10.1,-2.7,0.0,16.5,Overcast
2001-02-28,71,2.7,-4.6,0.0,17.2,Slight snow fall
2001-03-01,3,3.1,-4.7,0.0,18.9,Overcast
2001-03-02,71,6.3,-1.9,1.3,13.7,Slight snow fall
2001-03-03,3,7.9,-0.4,0.0,10.3,Overcast
2001-03-04,75,1.8,-1.1,6.0,21.5,Heavy snow fall
2001-03-05,75,0.0,-1.9,12.7,25.8,Heavy snow fall
2001-03-06,73,0.6,-3.0,7.1,30.8,Moderate snow fall
2001-03-07,71,3.6,-2.9,0.1,17.7,Slight snow fall
2001-03-08,3,3.3,-1.0,0.0,13.4,Overcast
2001-03-09,73,4.7,-1.4,9.4,19.5,Moderate snow fall
2001-03-10,2,5.8,-3.1,0.0,27.6,Partly cloudy
2001-03-11,51,9.8,-4.7,0.1,21.5,Light drizzle
2001-03-12,3,6.4,-5.7,0.0,12.9,Overcast
2001-03-13,63,7.8,1.4,20.2,20.9,Moderate rain
2001-03-14,51,8.3,1.1,0.4,30.4,Light drizzle
2001-03-15,3,11.2,-1.1,0.0,12.7,Overcast
2001-03-16,51,11.1,-0.8,0.2,11.3,Light drizzle
2001-03-17,53,7.0,2.1,2.4,12.6,Moderate drizzle
2001-03-18,53,7.7,1.0,1.1,27.7,Moderate drizzle
2001-03-19,0,10.3,-0.8,0.0,20.5,Clear sky
2001-03-20,3,10.1,-1.8,0.0,12.1,Overcast
2001-03-21,61,6.7,3.7,14.2,34.1,Slight rain
2001-03-22,61,7.1,3.5,8.0,28.8,Slight rain
2001-03-23,3,12.4,2.1,0.0,35.0,Overcast
2001-03-24,51,10.9,2.0,0.5,28.7,Light drizzle
2001-03-25,3,6.7,-2.4,0.0,22.9,Overcast
2001-03-26,73,2.8,-2.8,4.8,19.3,Moderate snow fall
2001-03-27,3,4.7,-4.5,0.0,20.0,Overcast
2001-03-28,1,8.1,-3.4,0.0,13.5,Mainly clear
2001-03-29,55,7.3,-1.9,3.3,15.3,Dense drizzle
2001-03-30,63,6.7,3.2,39.8,29.5,Moderate rain
2001-03-31,51,8.7,-1.4,0.2,11.4,Light drizzle
2001-04-01,51,5.0,3.0,0.3,10.7,Light drizzle
2001-04-02,51,9.2,1.9,0.5,18.4,Light drizzle
2001-04-03,3,11.1,-1.1,0.0,16.6,Overcast
2001-04-04,3,11.3,0.3,0.0,14.0,Overcast
2001-04-05,0,15.1,-0.4,0.0,11.7,Clear sky
2001-04-06,55,10.2,3.9,4.4,12.0,Dense drizzle
2001-04-07,3,11.3,4.9,0.0,15.3,Overcast
2001-04-08,53,11.2,4.9,2.6,14.3,Moderate drizzle
2001-04-09,63,22.4,5.0,10.9,11.1,Moderate rain
2001-04-10,53,15.8,8.1,1.2,17.3,Moderate drizzle
2001-04-11,51,11.4,6.6,0.7,15.2,Light drizzle
2001-04-12,53,17.1,7.8,2.5,15.6,Moderate drizzle
2001-04-13,51,20.9,11.3,0.4,21.1,Light drizzle
2001-04-14,0,17.6,6.1,0.0,16.8,Clear sky
2001-04-15,51,16.6,4.3,0.2,12.7,Light drizzle
2001-04-16,53,13.6,6.2,2.5,14.7,Moderate drizzle
2001-04-17,55,10.6,4.6,4.3,13.0,Dense drizzle
2001-04-18,53,11.2,3.4,3.1,24.6,Moderate drizzle
2001-04-19,3,11.6,-0.0,0.0,17.4,Overcast
2001-04-20,51,16.7,2.0,0.4,10.8,Light drizzle
2001-04-21,55,18.9,9.1,3.7,9.8,Dense drizzle
2001-04-22,53,27.2,13.1,0.7,19.2,Moderate drizzle
2001-04-23,3,21.4,12.1,0.0,13.0,Overcast
2001-04-24,3,27.4,14.5,0.0,23.0,Overcast
2001-04-25,3,12.5,7.8,0.0,22.4,Overcast
2001-04-26,3,15.1,5.1,0.0,14.2,Overcast
2001-04-27,3,20.5,4.1,0.0,13.3,Overcast
2001-04-28,0,16.0,8.7,0.0,19.6,Clear sky
2001-04-29,1,16.2,4.8,0.0,16.4,Mainly clear
2001-04-30,2,22.4,6.4,0.0,13.6,Partly cloudy
2001-05-01,1,27.4,11.6,0.0,13.5,Mainly clear
2001-05-02,1,29.6,14.0,0.0,13.7,Mainly clear
2001-05-03,2,30.2,15.3,0.0,13.1,Partly cloudy
2001-05-04,3,31.5,17.1,0.0,14.0,Overcast
2001-05-05,51,22.7,15.7,0.1,19.1,Light drizzle
2001-05-06,1,16.5,9.3,0.0,16.6,Mainly clear
2001-05-07,0,15.9,5.8,0.0,13.3,Clear sky
2001-05-08,2,18.0,6.3,0.0,16.1,Partly cloudy
2001-05-09,3,22.0,8.5,0.0,7.2,Overcast
2001-05-10,3,26.6,12.2,0.0,13.2,Overcast
2001-05-11,3,29.1,12.5,0.0,11.1,Overcast
2001-05-12,51,28.6,15.6,0.2,22.4,Light drizzle
2001-05-13,3,19.8,12.4,0.0,22.0,Overcast
2001-05-14,53,19.6,9.3,1.4,20.6,Moderate drizzle
2001-05-15,2,21.1,9.3,0.0,25.1,Partly cloudy
2001-05-16,3,16.7,10.0,0.0,17.1,Overcast
2001-05-17,3,15.3,11.1,0.0,12.2,Overcast
2001-05-18,51,15.4,11.9,0.5,15.3,Light drizzle
2001-05-19,51,24.8,11.8,0.5,7.3,Light drizzle
2001-05-20,3,16.3,11.5,0.0,19.7,Overcast
2001-05-21,53,15.8,11.2,4.7,19.2,Moderate drizzle
2001-05-22,63,15.4,13.7,15.7,18.1,Moderate rain
2001-05-23,53,16.4,13.2,4.3,14.8,Moderate drizzle
2001-05-24,51,20.9,13.6,0.3,17.4,Light drizzle
2001-05-25,51,15.6,13.1,0.9,18.8,Light drizzle
2001-05-26,51,19.1,13.6,0.9,14.8,Light drizzle
2001-05-27,55,19.9,14.1,3.0,12.0,Dense drizzle
2001-05-28,53,21.4,13.7,2.1,17.9,Moderate drizzle
2001-05-29,63,22.4,12.0,4.5,11.8,Moderate rain
2001-05-30,3,17.1,11.1,0.0,26.8,Overcast
2001-05-31,0,19.2,8.9,0.0,20.4,Clear sky
2001-06-01,61,19.9,8.9,4.2,16.1,Slight rain
2001-06-02,63,22.6,13.5,20.3,16.7,Moderate rain
2001-06-03,63,21.4,14.7,5.1,19.6,Moderate rain
2001-06-04,3,21.0,12.3,0.0,16.3,Overcast
2001-06-05,3,22.8,12.4,0.0,16.3,Overcast
2001-06-06,3,23.3,15.7,0.0,15.0,Overcast
2001-06-07,3,23.6,12.9,0.0,11.9,Overcast
2001-06-08,3,25.1,14.6,0.0,15.6,Overcast
2001-06-09,3,25.6,12.8,0.0,13.4,Overcast
2001-06-10,3,26.2,13.7,0.0,16.5,Overcast
2001-06-11,61,27.5,16.2,5.1,16.3,Slight rain
2001-06-12,51,27.7,16.2,0.1,12.3,Light drizzle
2001-06-13,51,28.1,18.8,0.1,10.4,Light drizzle
2001-06-14,3,27.7,20.2,0.0,12.3,Overcast
2001-06-15,3,27.2,19.1,0.0,13.8,Overcast
2001-06-16,55,26.5,20.5,4.2,16.0,Dense drizzle
2001-06-17,65,22.8,19.9,62.5,20.9,Heavy rain
2001-06-18,2,27.4,17.6,0.0,16.6,Partly cloudy
2001-06-19,2,29.1,17.3,0.0,15.1,Partly cloudy
2001-06-20,51,30.2,18.8,0.3,12.3,Light drizzle
2001-06-21,63,23.6,19.4,9.5,14.9,Moderate rain
2001-06-22,51,24.8,19.3,1.3,21.1,Light drizzle
2001-06-23,63,24.8,20.7,21.1,21.2,Moderate rain
2001-06-24,53,25.1,17.9,1.6,11.5,Moderate drizzle
2001-06-25,3,26.7,16.9,0.0,8.4,Overcast
2001-06-26,3,29.2,17.4,0.0,9.0,Overcast
2001-06-27,3,31.2,19.7,0.0,16.4,Overcast
2001-06-28,3,31.5,21.6,0.0,16.3,Overcast
2001-06-29,3,27.3,21.0,0.0,14.4,Overcast
2001-06-30,53,32.9,22.1,0.5,16.1,Moderate drizzle
2001-07-01,63,30.8,21.7,11.8,21.3,Moderate rain
2001-07-02,2,21.9,13.8,0.0,22.7,Partly cloudy
2001-07-03,3,25.0,14.0,0.0,17.6,Overcast
2001-07-04,61,26.2,18.1,9.4,13.1,Slight rain
2001-07-05,53,27.6,19.3,0.9,15.3,Moderate drizzle
2001-07-06,3,22.3,16.4,0.0,21.7,Overcast
2001-07-07,3,26.0,14.8,0.0,14.1,Overcast
2001-07-08,53,23.7,18.9,1.6,13.9,Moderate drizzle
2001-07-09,55,29.3,19.1,2.2,8.4,Dense drizzle
2001-07-10,55,31.5,19.6,1.5,14.6,Dense drizzle
2001-07-11,55,26.7,19.9,1.8,19.6,Dense drizzle
2001-07-12,1,24.4,16.6,0.0,18.9,Mainly clear
2001-07-13,3,23.9,14.1,0.0,13.3,Overcast
2001-07-14,2,25.0,15.9,0.0,16.9,Partly cloudy
2001-07-15,2,27.3,16.2,0.0,16.3,Partly cloudy
2001-07-16,3,29.0,16.4,0.0,10.1,Overcast
2001-07-17,53,30.1,19.4,1.8,12.5,Moderate drizzle
2001-07-18,51,25.6,19.7,2.0,14.1,Light drizzle
2001-07-19,3,24.9,18.6,0.0,16.4,Overcast
2001-07-20,0,26.2,16.5,0.0,12.3,Clear sky
2001-07-21,3,29.3,15.0,0.0,14.8,Overcast
2001-07-22,3,29.0,16.9,0.0,17.5,Overcast
2001-07-23,2,31.4,17.7,0.0,15.8,Partly cloudy
2001-07-24,3,33.3,22.0,0.0,18.8,Overcast
2001-07-25,53,35.0,24.9,0.6,18.0,Moderate drizzle
2001-07-26,63,26.6,18.3,20.9,21.4,Moderate rain
2001-07-27,3,24.1,15.8,0.0,16.4,Overcast
2001-07-28,3,24.8,15.3,0.0,14.1,Overcast
2001-07-29,3,22.9,16.6,0.0,16.1,Overcast
2001-07-30,3,24.0,17.8,0.0,14.1,Overcast
2001-07-31,1,26.5,16.0,0.0,12.3,Mainly clear
2001-08-01,2,30.0,16.6,0.0,12.1,Partly cloudy
2001-08-02,3,31.8,19.8,0.0,18.3,Overcast
2001-08-03,51,30.7,21.1,0.1,17.1,Light drizzle
2001-08-04,63,28.6,21.4,9.6,13.0,Moderate rain
2001-08-05,53,28.7,19.6,1.9,10.3,Moderate drizzle
2001-08-06,3,32.2,21.2,0.0,12.0,Overcast
2001-08-07,3,35.6,23.2,0.0,13.8,Overcast
2001-08-08,3,35.5,25.0,0.0,11.6,Overcast
2001-08-09,3,37.4,23.2,0.0,16.9,Overcast
2001-08-10,63,36.4,26.7,3.8,17.3,Moderate rain
2001-08-11,51,28.8,22.9,0.3,14.0,Light drizzle
2001-08-12,61,25.4,22.2,17.0,10.9,Slight rain
2001-08-13,63,28.0,22.0,15.1,10.0,Moderate rain
2001-08-14,2,27.8,20.7,0.0,13.6,Partly cloudy
